"n","method","DE_pattern","sensitivity"
100,"TOAST","3_0.333_1",0.1095
100,"CARseq","3_0.333_1",0.29525
100,"TOAST","3_0.333_1",0.163
100,"TOAST","3_0.333_1",0.16725
100,"CARseq","3_0.333_1",0.31
100,"TOAST","3_0.333_1",0.14975
100,"TOAST","3_0.333_1",0.186
100,"CARseq","3_0.333_1",0.23825
100,"TOAST","3_0.333_1",0.11725
100,"TOAST","3_0.333_1",0.12375
100,"CARseq","3_0.333_1",0.293
100,"TOAST","3_0.333_1",0.15075
100,"TOAST","3_0.333_1",0.148
100,"CARseq","3_0.333_1",0.2985
100,"TOAST","3_0.333_1",0.16175
100,"TOAST","3_0.333_1",0.1805
100,"CARseq","3_0.333_1",0.2655
100,"TOAST","3_0.333_1",0.13175
100,"TOAST","3_0.333_1",0.1705
100,"CARseq","1_3_1",0.0985
100,"TOAST","1_3_1",0.0715
100,"TOAST","1_3_1",0.04
100,"CARseq","1_3_1",0.104
100,"TOAST","1_3_1",0.066
100,"TOAST","1_3_1",0.045
100,"CARseq","1_3_1",0.0595
100,"TOAST","1_3_1",0.0505
100,"TOAST","1_3_1",0.062
100,"CARseq","1_3_1",0.092
100,"TOAST","1_3_1",0.061
100,"TOAST","1_3_1",0.042
100,"CARseq","1_3_1",0.103
100,"TOAST","1_3_1",0.083
100,"TOAST","1_3_1",0.0625
100,"CARseq","1_3_1",0.09
100,"TOAST","1_3_1",0.0665
100,"TOAST","1_3_1",0.0395
100,"CARseq","1_3_1",0.086
100,"TOAST","1_3_1",0.039
100,"TOAST","1_3_1",0.01
100,"CARseq","1_3_1",0.071
100,"TOAST","1_3_1",0.0395
100,"TOAST","1_3_1",0.0205
100,"CARseq","1_3_1",0.0755
100,"TOAST","1_3_1",0.062
100,"TOAST","1_3_1",0.046
100,"CARseq","1_3_1",0.088
100,"TOAST","1_3_1",0.036
100,"TOAST","1_3_1",0.0145
100,"CARseq","4_1_1",0.707
100,"TOAST","4_1_1",0.408
100,"TOAST","4_1_1",0.4215
100,"CARseq","4_1_1",0.588
100,"TOAST","4_1_1",0.3265
100,"TOAST","4_1_1",0.324
100,"CARseq","4_1_1",0.675
100,"TOAST","4_1_1",0.4945
100,"TOAST","4_1_1",0.4075
100,"CARseq","4_1_1",0.6595
100,"TOAST","4_1_1",0.3735
100,"TOAST","4_1_1",0.497
100,"CARseq","4_1_1",0.696
100,"TOAST","4_1_1",0.3105
100,"TOAST","4_1_1",0.3695
100,"CARseq","4_1_1",0.6355
100,"TOAST","4_1_1",0.351
100,"TOAST","4_1_1",0.2695
100,"CARseq","4_1_1",0.7085
100,"TOAST","4_1_1",0.404
100,"TOAST","4_1_1",0.5075
100,"CARseq","4_1_1",0.7965
100,"TOAST","4_1_1",0.5045
100,"TOAST","4_1_1",0.3395
100,"CARseq","4_1_1",0.731
100,"TOAST","4_1_1",0.4475
100,"TOAST","4_1_1",0.504
100,"CARseq","4_1_1",0.799
100,"TOAST","4_1_1",0.5235
100,"TOAST","4_1_1",0.527
100,"CARseq","4_4_1",0.367
100,"TOAST","4_4_1",0.18575
100,"TOAST","4_4_1",0.15625
100,"CARseq","4_4_1",0.34775
100,"TOAST","4_4_1",0.1715
100,"TOAST","4_4_1",0.17175
100,"CARseq","4_4_1",0.42
100,"TOAST","4_4_1",0.24675
100,"TOAST","4_4_1",0.23275
100,"CARseq","4_4_1",0.391
100,"TOAST","4_4_1",0.25675
100,"TOAST","4_4_1",0.28575
100,"CARseq","4_4_1",0.33525
100,"TOAST","4_4_1",0.18225
100,"TOAST","4_4_1",0.19925
100,"CARseq","4_4_1",0.3915
100,"TOAST","4_4_1",0.198
100,"TOAST","4_4_1",0.2165
100,"CARseq","4_4_1",0.3795
100,"TOAST","4_4_1",0.1835
100,"TOAST","4_4_1",0.1945
100,"CARseq","4_4_1",0.41575
100,"TOAST","4_4_1",0.2445
100,"TOAST","4_4_1",0.2145
100,"CARseq","4_4_1",0.41175
100,"TOAST","4_4_1",0.2395
100,"TOAST","4_4_1",0.283
100,"CARseq","4_4_1",0.337
100,"TOAST","4_4_1",0.23225
100,"TOAST","4_4_1",0.267
100,"CARseq","4_0.25_1",0.31775
100,"TOAST","4_0.25_1",0.1705
100,"TOAST","4_0.25_1",0.23725
100,"CARseq","4_0.25_1",0.355
100,"TOAST","4_0.25_1",0.17825
100,"TOAST","4_0.25_1",0.2405
100,"CARseq","4_0.25_1",0.35175
100,"TOAST","4_0.25_1",0.2115
100,"TOAST","4_0.25_1",0.239
100,"CARseq","4_0.25_1",0.3775
100,"TOAST","4_0.25_1",0.20775
100,"TOAST","4_0.25_1",0.18625
100,"CARseq","4_0.25_1",0.35175
100,"TOAST","4_0.25_1",0.21925
100,"TOAST","4_0.25_1",0.25125
100,"CARseq","4_0.25_1",0.3725
100,"TOAST","4_0.25_1",0.2205
100,"TOAST","4_0.25_1",0.21475
100,"CARseq","4_0.25_1",0.3725
100,"TOAST","4_0.25_1",0.20325
100,"TOAST","4_0.25_1",0.22675
100,"CARseq","4_0.25_1",0.37275
100,"TOAST","4_0.25_1",0.241
100,"TOAST","4_0.25_1",0.24925
100,"CARseq","4_0.25_1",0.3655
100,"TOAST","4_0.25_1",0.21725
100,"TOAST","4_0.25_1",0.10875
100,"CARseq","4_0.25_1",0.34175
100,"TOAST","4_0.25_1",0.1865
100,"TOAST","4_0.25_1",0.18975
100,"CARseq","1_4_1",0.126
100,"TOAST","1_4_1",0.1075
100,"TOAST","1_4_1",0.0815
100,"CARseq","1_4_1",0.19
100,"TOAST","1_4_1",0.141
100,"TOAST","1_4_1",0.122
100,"CARseq","1_4_1",0.22
100,"TOAST","1_4_1",0.1475
100,"TOAST","1_4_1",0.1175
100,"CARseq","1_4_1",0.167
100,"TOAST","1_4_1",0.127
100,"TOAST","1_4_1",0.101
100,"CARseq","1_4_1",0.1735
100,"TOAST","1_4_1",0.1365
100,"TOAST","1_4_1",0.1305
100,"CARseq","1_4_1",0.1745
100,"TOAST","1_4_1",0.1525
100,"TOAST","1_4_1",0.042
100,"CARseq","1_4_1",0.169
100,"TOAST","1_4_1",0.1055
100,"TOAST","1_4_1",0.061
100,"CARseq","1_4_1",0.193
100,"TOAST","1_4_1",0.1735
100,"TOAST","1_4_1",0.0395
100,"CARseq","1_4_1",0.1595
100,"TOAST","1_4_1",0.125
100,"TOAST","1_4_1",0.128
100,"CARseq","1_4_1",0.2405
100,"TOAST","1_4_1",0.1985
100,"TOAST","1_4_1",0.119
200,"CARseq","2_1_1",0.478
200,"TOAST","2_1_1",0.226
200,"TOAST","2_1_1",0.2605
200,"CARseq","2_1_1",0.3955
200,"TOAST","2_1_1",0.2085
200,"TOAST","2_1_1",0.195
200,"CARseq","2_1_1",0.562
200,"TOAST","2_1_1",0.294
200,"TOAST","2_1_1",0.375
200,"CARseq","2_1_1",0.4225
200,"TOAST","2_1_1",0.23
200,"TOAST","2_1_1",0.1975
200,"CARseq","2_1_1",0.3975
200,"TOAST","2_1_1",0.16
200,"TOAST","2_1_1",0.2615
200,"CARseq","2_1_1",0.46
200,"TOAST","2_1_1",0.225
200,"TOAST","2_1_1",0.2965
200,"CARseq","2_1_1",0.506
200,"TOAST","2_1_1",0.278
200,"TOAST","2_1_1",0.357
200,"CARseq","2_1_1",0.4915
200,"TOAST","2_1_1",0.241
200,"TOAST","2_1_1",0.28
200,"CARseq","2_1_1",0.4055
200,"TOAST","2_1_1",0.2205
200,"TOAST","2_1_1",0.204
200,"CARseq","2_1_1",0.417
200,"TOAST","2_1_1",0.2385
200,"TOAST","2_1_1",0.162
200,"CARseq","2_2_1",0.2835
200,"TOAST","2_2_1",0.16625
200,"TOAST","2_2_1",0.1935
200,"CARseq","2_2_1",0.256
200,"TOAST","2_2_1",0.14575
200,"TOAST","2_2_1",0.15125
200,"CARseq","2_2_1",0.24825
200,"TOAST","2_2_1",0.13175
200,"TOAST","2_2_1",0.15125
200,"CARseq","2_2_1",0.2215
200,"TOAST","2_2_1",0.115
200,"TOAST","2_2_1",0.1415
200,"CARseq","2_2_1",0.2355
200,"TOAST","2_2_1",0.12825
200,"TOAST","2_2_1",0.1435
200,"CARseq","2_2_1",0.26975
200,"TOAST","2_2_1",0.14825
200,"TOAST","2_2_1",0.168
200,"CARseq","2_2_1",0.24225
200,"TOAST","2_2_1",0.1525
200,"TOAST","2_2_1",0.17675
200,"CARseq","2_2_1",0.23575
200,"TOAST","2_2_1",0.1475
200,"TOAST","2_2_1",0.12475
200,"CARseq","2_2_1",0.27575
200,"TOAST","2_2_1",0.147
200,"TOAST","2_2_1",0.1435
200,"CARseq","2_2_1",0.236
200,"TOAST","2_2_1",0.13225
200,"TOAST","2_2_1",0.1275
200,"CARseq","2_0.5_1",0.23825
200,"TOAST","2_0.5_1",0.11575
200,"TOAST","2_0.5_1",0.144
200,"CARseq","2_0.5_1",0.203
200,"TOAST","2_0.5_1",0.10825
200,"TOAST","2_0.5_1",0.1545
200,"CARseq","2_0.5_1",0.206
200,"TOAST","2_0.5_1",0.1085
200,"TOAST","2_0.5_1",0.12625
200,"CARseq","2_0.5_1",0.234
200,"TOAST","2_0.5_1",0.12875
200,"TOAST","2_0.5_1",0.13425
200,"CARseq","2_0.5_1",0.25675
200,"TOAST","2_0.5_1",0.16675
200,"TOAST","2_0.5_1",0.17475
200,"CARseq","2_0.5_1",0.2485
200,"TOAST","2_0.5_1",0.1395
200,"TOAST","2_0.5_1",0.15525
200,"CARseq","2_0.5_1",0.2165
200,"TOAST","2_0.5_1",0.1025
200,"TOAST","2_0.5_1",0.13975
200,"CARseq","2_0.5_1",0.2495
200,"TOAST","2_0.5_1",0.112
200,"TOAST","2_0.5_1",0.15475
200,"CARseq","2_0.5_1",0.22575
200,"TOAST","2_0.5_1",0.126
200,"TOAST","2_0.5_1",0.15375
200,"CARseq","2_0.5_1",0.18775
200,"TOAST","2_0.5_1",0.10125
200,"TOAST","2_0.5_1",0.10025
200,"CARseq","1_2_1",0.0555
200,"TOAST","1_2_1",0.0485
200,"TOAST","1_2_1",0.0505
200,"CARseq","1_2_1",0.05
200,"TOAST","1_2_1",0.0385
200,"TOAST","1_2_1",0.047
200,"CARseq","1_2_1",0.0505
200,"TOAST","1_2_1",0.048
200,"TOAST","1_2_1",0.0305
200,"CARseq","1_2_1",0.048
200,"TOAST","1_2_1",0.046
200,"TOAST","1_2_1",0.0325
200,"CARseq","1_2_1",0.05
200,"TOAST","1_2_1",0.0425
200,"TOAST","1_2_1",0.04
200,"CARseq","1_2_1",0.036
200,"TOAST","1_2_1",0.0295
200,"TOAST","1_2_1",0.0345
200,"CARseq","1_2_1",0.0405
200,"TOAST","1_2_1",0.0305
200,"TOAST","1_2_1",0.045
200,"CARseq","1_2_1",0.056
200,"TOAST","1_2_1",0.0485
200,"TOAST","1_2_1",0.0265
200,"CARseq","1_2_1",0.0255
200,"TOAST","1_2_1",0.015
200,"TOAST","1_2_1",0.0045
200,"CARseq","1_2_1",0.036
200,"TOAST","1_2_1",0.026
200,"TOAST","1_2_1",0.016
200,"CARseq","3_1_1",0.7965
200,"TOAST","3_1_1",0.523
200,"TOAST","3_1_1",0.5345
200,"CARseq","3_1_1",0.712
200,"TOAST","3_1_1",0.404
200,"TOAST","3_1_1",0.4355
200,"CARseq","3_1_1",0.733
200,"TOAST","3_1_1",0.4165
200,"TOAST","3_1_1",0.432
200,"CARseq","3_1_1",0.748
200,"TOAST","3_1_1",0.431
200,"TOAST","3_1_1",0.5295
200,"CARseq","3_1_1",0.801
200,"TOAST","3_1_1",0.4595
200,"TOAST","3_1_1",0.471
200,"CARseq","3_1_1",0.7845
200,"TOAST","3_1_1",0.432
200,"TOAST","3_1_1",0.5655
200,"CARseq","3_1_1",0.7105
200,"TOAST","3_1_1",0.4305
200,"TOAST","3_1_1",0.486
200,"CARseq","3_1_1",0.732
200,"TOAST","3_1_1",0.3985
200,"TOAST","3_1_1",0.5555
200,"CARseq","3_1_1",0.756
200,"TOAST","3_1_1",0.438
200,"TOAST","3_1_1",0.5285
200,"CARseq","3_1_1",0.756
200,"TOAST","3_1_1",0.437
200,"TOAST","3_1_1",0.5585
200,"CARseq","3_3_1",0.41025
200,"TOAST","3_3_1",0.239
200,"TOAST","3_3_1",0.25775
200,"CARseq","3_3_1",0.4895
200,"TOAST","3_3_1",0.36625
200,"TOAST","3_3_1",0.3065
200,"CARseq","3_3_1",0.39675
200,"TOAST","3_3_1",0.2245
200,"TOAST","3_3_1",0.2165
200,"CARseq","3_3_1",0.4205
200,"TOAST","3_3_1",0.27075
200,"TOAST","3_3_1",0.308
200,"CARseq","3_3_1",0.42775
200,"TOAST","3_3_1",0.3085
200,"TOAST","3_3_1",0.284
200,"CARseq","3_3_1",0.4195
200,"TOAST","3_3_1",0.27475
200,"TOAST","3_3_1",0.30175
200,"CARseq","3_3_1",0.445
200,"TOAST","3_3_1",0.294
200,"TOAST","3_3_1",0.285
200,"CARseq","3_3_1",0.41975
200,"TOAST","3_3_1",0.2585
200,"TOAST","3_3_1",0.263
200,"CARseq","3_3_1",0.44675
200,"TOAST","3_3_1",0.29825
200,"TOAST","3_3_1",0.35375
200,"CARseq","3_3_1",0.43825
200,"TOAST","3_3_1",0.29075
200,"TOAST","3_3_1",0.291
200,"CARseq","3_0.333_1",0.38825
200,"TOAST","3_0.333_1",0.24475
200,"TOAST","3_0.333_1",0.25025
200,"CARseq","3_0.333_1",0.38825
200,"TOAST","3_0.333_1",0.2205
200,"TOAST","3_0.333_1",0.27325
200,"CARseq","3_0.333_1",0.37575
200,"TOAST","3_0.333_1",0.225
200,"TOAST","3_0.333_1",0.233
200,"CARseq","3_0.333_1",0.35225
200,"TOAST","3_0.333_1",0.19975
200,"TOAST","3_0.333_1",0.204
200,"CARseq","3_0.333_1",0.38175
200,"TOAST","3_0.333_1",0.2155
200,"TOAST","3_0.333_1",0.247
200,"CARseq","3_0.333_1",0.38975
200,"TOAST","3_0.333_1",0.23625
200,"TOAST","3_0.333_1",0.2645
200,"CARseq","3_0.333_1",0.359
200,"TOAST","3_0.333_1",0.22425
200,"TOAST","3_0.333_1",0.25175
200,"CARseq","3_0.333_1",0.37
200,"TOAST","3_0.333_1",0.205
200,"TOAST","3_0.333_1",0.2075
200,"CARseq","3_0.333_1",0.37875
200,"TOAST","3_0.333_1",0.20875
200,"TOAST","3_0.333_1",0.2715
200,"CARseq","3_0.333_1",0.402
200,"TOAST","3_0.333_1",0.23425
200,"TOAST","3_0.333_1",0.31125
200,"CARseq","1_3_1",0.205
200,"TOAST","1_3_1",0.175
200,"TOAST","1_3_1",0.154
200,"CARseq","1_3_1",0.2465
200,"TOAST","1_3_1",0.198
200,"TOAST","1_3_1",0.227
200,"CARseq","1_3_1",0.2005
200,"TOAST","1_3_1",0.1895
200,"TOAST","1_3_1",0.1865
200,"CARseq","1_3_1",0.2015
200,"TOAST","1_3_1",0.1945
200,"TOAST","1_3_1",0.1665
200,"CARseq","1_3_1",0.195
200,"TOAST","1_3_1",0.162
200,"TOAST","1_3_1",0.193
200,"CARseq","1_3_1",0.2225
200,"TOAST","1_3_1",0.1995
200,"TOAST","1_3_1",0.1715
200,"CARseq","1_3_1",0.2215
200,"TOAST","1_3_1",0.1815
200,"TOAST","1_3_1",0.151
200,"CARseq","1_3_1",0.2095
200,"TOAST","1_3_1",0.1835
200,"TOAST","1_3_1",0.163
200,"CARseq","1_3_1",0.2305
200,"TOAST","1_3_1",0.219
200,"TOAST","1_3_1",0.1945
200,"CARseq","1_3_1",0.182
200,"TOAST","1_3_1",0.1725
200,"TOAST","1_3_1",0.126
200,"CARseq","4_1_1",0.865
200,"TOAST","4_1_1",0.5205
200,"TOAST","4_1_1",0.6575
200,"CARseq","4_1_1",0.8965
200,"TOAST","4_1_1",0.5755
200,"TOAST","4_1_1",0.681
200,"CARseq","4_1_1",0.8735
200,"TOAST","4_1_1",0.631
200,"TOAST","4_1_1",0.659
200,"CARseq","4_1_1",0.8655
200,"TOAST","4_1_1",0.582
200,"TOAST","4_1_1",0.5855
200,"CARseq","4_1_1",0.868
200,"TOAST","4_1_1",0.572
200,"TOAST","4_1_1",0.7135
200,"CARseq","4_1_1",0.9
200,"TOAST","4_1_1",0.5955
200,"TOAST","4_1_1",0.642
200,"CARseq","4_1_1",0.861
200,"TOAST","4_1_1",0.6025
200,"TOAST","4_1_1",0.6895
200,"CARseq","4_1_1",0.8605
200,"TOAST","4_1_1",0.5445
200,"TOAST","4_1_1",0.6585
200,"CARseq","4_1_1",0.901
200,"TOAST","4_1_1",0.5865
200,"TOAST","4_1_1",0.701
200,"CARseq","4_1_1",0.8925
200,"TOAST","4_1_1",0.535
200,"TOAST","4_1_1",0.634
200,"CARseq","4_4_1",0.5115
200,"TOAST","4_4_1",0.388
200,"TOAST","4_4_1",0.33325
200,"CARseq","4_4_1",0.51175
200,"TOAST","4_4_1",0.38925
200,"TOAST","4_4_1",0.38825
200,"CARseq","4_4_1",0.52925
200,"TOAST","4_4_1",0.39
200,"TOAST","4_4_1",0.41275
200,"CARseq","4_4_1",0.4915
200,"TOAST","4_4_1",0.35775
200,"TOAST","4_4_1",0.3755
200,"CARseq","4_4_1",0.5315
200,"TOAST","4_4_1",0.38475
200,"TOAST","4_4_1",0.32975
200,"CARseq","4_4_1",0.51825
200,"TOAST","4_4_1",0.369
200,"TOAST","4_4_1",0.34025
200,"CARseq","4_4_1",0.51325
200,"TOAST","4_4_1",0.378
200,"TOAST","4_4_1",0.41575
200,"CARseq","4_4_1",0.5075
200,"TOAST","4_4_1",0.3675
200,"TOAST","4_4_1",0.379
200,"CARseq","4_4_1",0.49725
200,"TOAST","4_4_1",0.37725
200,"TOAST","4_4_1",0.3485
200,"CARseq","4_4_1",0.524
200,"TOAST","4_4_1",0.41225
200,"TOAST","4_4_1",0.3735
200,"CARseq","4_0.25_1",0.44525
200,"TOAST","4_0.25_1",0.3
200,"TOAST","4_0.25_1",0.333
200,"CARseq","4_0.25_1",0.43525
200,"TOAST","4_0.25_1",0.3025
200,"TOAST","4_0.25_1",0.347
200,"CARseq","4_0.25_1",0.45575
200,"TOAST","4_0.25_1",0.295
200,"TOAST","4_0.25_1",0.357
200,"CARseq","4_0.25_1",0.452
200,"TOAST","4_0.25_1",0.30775
200,"TOAST","4_0.25_1",0.37125
200,"CARseq","4_0.25_1",0.43875
200,"TOAST","4_0.25_1",0.29375
200,"TOAST","4_0.25_1",0.338
200,"CARseq","4_0.25_1",0.43575
200,"TOAST","4_0.25_1",0.31675
200,"TOAST","4_0.25_1",0.31525
200,"CARseq","4_0.25_1",0.44625
200,"TOAST","4_0.25_1",0.347
200,"TOAST","4_0.25_1",0.37
200,"CARseq","4_0.25_1",0.44225
200,"TOAST","4_0.25_1",0.302
200,"TOAST","4_0.25_1",0.3315
200,"CARseq","4_0.25_1",0.44875
200,"TOAST","4_0.25_1",0.30875
200,"TOAST","4_0.25_1",0.3695
200,"CARseq","4_0.25_1",0.44175
200,"TOAST","4_0.25_1",0.27925
200,"TOAST","4_0.25_1",0.31575
200,"CARseq","1_4_1",0.3045
200,"TOAST","1_4_1",0.2795
200,"TOAST","1_4_1",0.225
200,"CARseq","1_4_1",0.348
200,"TOAST","1_4_1",0.3065
200,"TOAST","1_4_1",0.299
200,"CARseq","1_4_1",0.314
200,"TOAST","1_4_1",0.3205
200,"TOAST","1_4_1",0.2495
200,"CARseq","1_4_1",0.357
200,"TOAST","1_4_1",0.3245
200,"TOAST","1_4_1",0.3395
200,"CARseq","1_4_1",0.309
200,"TOAST","1_4_1",0.277
200,"TOAST","1_4_1",0.3205
200,"CARseq","1_4_1",0.3555
200,"TOAST","1_4_1",0.3295
200,"TOAST","1_4_1",0.3075
200,"CARseq","1_4_1",0.38
200,"TOAST","1_4_1",0.3565
200,"TOAST","1_4_1",0.3415
200,"CARseq","1_4_1",0.297
200,"TOAST","1_4_1",0.2765
200,"TOAST","1_4_1",0.252
200,"CARseq","1_4_1",0.308
200,"TOAST","1_4_1",0.274
200,"TOAST","1_4_1",0.199
200,"CARseq","1_4_1",0.364
200,"TOAST","1_4_1",0.332
200,"TOAST","1_4_1",0.3115
