n,DE_pattern,DE_pattern_index,replicate,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_true_discoveries_ct4,number_of_true_discoveries_ct5,number_of_true_discoveries_ct6,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,number_of_discoveries_ct4,number_of_discoveries_ct5,number_of_discoveries_ct6,power_ct1,power_ct2,power_ct3,power_ct4,power_ct5,power_ct6,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3,type_I_error_ct4,type_I_error_ct5,type_I_error_ct6
50,4_1_1,1,303,CARseq_with_RIN,0.2225,0.0805785123966942,0,445,0,0,0,0,0,484,0,0,0,0,0.048,0.432,0.04,0.032,0.0345,0.0315,0.0463807975997,0.0481310163770471,0.0445055631953994,0.0403800475059382,0.0468808601075134,0.0350043755469434
50,4_1_1,1,303,CARseq_without_RIN,0.0915,0.43343653250774,0,183,22,0,0,0,0,189,134,0,0,0,0.035,0.338,0.1375,0.0235,0.0565,0.0235,0.030125,0.027,0.18175,0.0325,0.06675,0.02775
50,4_1_1,1,303,TOAST_TPM_with_RIN,0.1405,0.0695364238410596,0,281,0,0,0,0,0,302,0,0,0,0,0.074,0.389,0.0385,0.0475,0.0425,0.0405,0.045125,0.041,0.040625,0.053375,0.048125,0.041875
50,4_1_1,1,303,TOAST_TPM_without_RIN,0.099,0.0388349514563107,0,198,0,0,0,0,0,205,1,0,0,0,0.045,0.337,0.1865,0.043,0.0585,0.0375,0.03075,0.024,0.207125,0.055,0.07125,0.03475
50,4_1_1,1,303,csSAM,0.138,0.0515463917525774,1,276,0,0,0,0,1,288,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,304,CARseq_with_RIN,0.085,0.0909090909090909,1,170,0,1,0,0,4,182,0,1,0,0,0.074,0.289,0.048,0.0265,0.05,0.04,0.0498812351543943,0.0392549068633579,0.0491311413926741,0.0357544693086636,0.0513814226778347,0.0365045630703838
50,4_1_1,1,304,CARseq_without_RIN,0.0065,0.0714285714285714,0,13,0,1,0,0,0,13,0,1,0,0,0.042,0.186,0.029,0.013,0.046,0.027,0.029,0.017875,0.025125,0.01825,0.0425,0.0265
50,4_1_1,1,304,TOAST_TPM_with_RIN,0.048,0.111111111111111,0,96,0,0,0,0,1,106,0,0,1,0,0.057,0.2765,0.038,0.044,0.051,0.0535,0.044125,0.054,0.0435,0.04525,0.043875,0.05325
50,4_1_1,1,304,TOAST_TPM_without_RIN,0.016,0.0303030303030303,0,32,0,0,0,0,0,33,0,0,0,0,0.0275,0.197,0.029,0.0265,0.0465,0.036,0.019875,0.023,0.02475,0.021125,0.0385,0.028125
50,4_1_1,1,304,csSAM,0.068,0.048951048951049,0,136,0,2,0,0,0,140,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,305,CARseq_with_RIN,0.1655,0.0754189944134078,0,331,0,0,0,0,1,357,0,0,0,0,0.066,0.404,0.048,0.037,0.04,0.0355,0.05475,0.049,0.045125,0.03975,0.041125,0.044875
50,4_1_1,1,305,CARseq_without_RIN,0.0465,0.0210526315789473,0,93,0,0,0,0,0,95,0,0,0,0,0.052,0.2915,0.0595,0.0225,0.022,0.02,0.0465,0.031,0.07,0.026125,0.022,0.024875
50,4_1_1,1,305,TOAST_TPM_with_RIN,0.0795,0.0755813953488372,0,159,1,0,0,0,1,170,1,0,0,0,0.056,0.334,0.0395,0.048,0.0465,0.0545,0.051625,0.04225,0.04625,0.046625,0.03875,0.054
50,4_1_1,1,305,TOAST_TPM_without_RIN,0.053,0.045045045045045,0,106,0,0,0,0,0,111,0,0,0,0,0.04,0.3335,0.0715,0.036,0.0275,0.038,0.033875,0.03425,0.0805,0.037375,0.022,0.03025
50,4_1_1,1,305,csSAM,0.0925,0.0364583333333334,0,185,0,0,2,0,0,190,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,306,CARseq_with_RIN,0.115,0.0534979423868313,0,230,0,0,0,0,1,241,1,0,0,0,0.0475,0.3325,0.046,0.033,0.042,0.0415,0.042125,0.037875,0.041625,0.035125,0.04325,0.047875
50,4_1_1,1,306,CARseq_without_RIN,0.071,0.144578313253012,5,142,0,0,0,0,7,153,6,0,0,0,0.122,0.283,0.0955,0.033,0.035,0.064,0.115625,0.05875,0.104125,0.028375,0.028875,0.04325
50,4_1_1,1,306,TOAST_TPM_with_RIN,0.0395,0.131868131868132,0,79,0,0,0,1,0,89,1,0,0,1,0.051,0.259,0.0415,0.052,0.0605,0.076,0.047625,0.045125,0.043125,0.042,0.049625,0.04825
50,4_1_1,1,306,TOAST_TPM_without_RIN,0.096,0.142857142857143,4,192,0,0,0,0,16,206,2,0,0,0,0.1615,0.311,0.0895,0.0555,0.0585,0.1035,0.153375,0.08175,0.095875,0.034125,0.044125,0.0675
50,4_1_1,1,306,csSAM,0.1115,0.108,0,223,2,0,0,0,0,246,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,307,CARseq_with_RIN,0.2535,0.0748175182481752,0,507,0,0,0,0,0,548,0,0,0,0,0.0655,0.4505,0.054,0.0335,0.0535,0.0385,0.0557709140927848,0.0462673502563461,0.0466424909341003,0.0408903338752032,0.0506439914968113,0.0402650994122796
50,4_1_1,1,307,CARseq_without_RIN,0.1315,0.0259259259259259,0,263,0,0,0,0,0,270,0,0,0,0,0.047,0.321,0.1355,0.027,0.0345,0.0445,0.032504063007876,0.0250031253906738,0.155519439929991,0.0227528441055132,0.033879234904363,0.053506688336042
50,4_1_1,1,307,TOAST_TPM_with_RIN,0.071,0.0469798657718121,0,142,0,0,0,0,1,148,0,0,0,0,0.0595,0.2625,0.053,0.0905,0.0405,0.0565,0.04,0.03775,0.034875,0.0505,0.037125,0.040125
50,4_1_1,1,307,TOAST_TPM_without_RIN,0.075,0.0196078431372549,0,150,0,0,0,0,0,153,0,0,0,0,0.0365,0.247,0.22,0.034,0.035,0.079,0.026125,0.021125,0.238125,0.025375,0.033875,0.097875
50,4_1_1,1,307,csSAM,0.098,0.0485436893203883,0,196,3,0,0,0,0,198,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,308,CARseq_with_RIN,0.2025,0.0668202764976958,0,405,0,0,0,0,0,434,0,0,0,0,0.0685,0.4205,0.043,0.041,0.038,0.044,0.052875,0.04525,0.048375,0.035,0.042125,0.044375
50,4_1_1,1,308,CARseq_without_RIN,0.107,0.0530973451327433,0,214,0,0,0,0,0,226,0,0,0,0,0.0525,0.323,0.023,0.024,0.0485,0.0275,0.043125,0.054375,0.026875,0.017375,0.0395,0.030625
50,4_1_1,1,308,TOAST_TPM_with_RIN,0.0815,0.0467836257309941,0,163,0,0,0,0,0,171,0,0,0,0,0.0595,0.3375,0.056,0.046,0.0715,0.0575,0.0405,0.0455,0.049,0.042875,0.0435,0.037
50,4_1_1,1,308,TOAST_TPM_without_RIN,0.1345,0.0973154362416108,0,269,0,0,0,0,0,298,0,0,0,0,0.044,0.387,0.0365,0.026,0.06,0.044,0.042,0.089375,0.03225,0.024875,0.0545,0.035875
50,4_1_1,1,308,csSAM,0.1295,0.0848056537102474,2,259,0,0,0,0,3,280,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,309,CARseq_with_RIN,0.177,0.078125,0,354,0,0,0,0,0,384,0,0,0,0,0.046,0.389,0.0425,0.0295,0.048,0.0465,0.04425,0.04525,0.0475,0.029,0.047625,0.040875
50,4_1_1,1,309,CARseq_without_RIN,0.055,0.0350877192982456,0,110,0,0,0,0,1,113,0,0,0,0,0.0625,0.2655,0.02,0.019,0.05,0.034,0.075375,0.025,0.023875,0.0155,0.035875,0.028625
50,4_1_1,1,309,TOAST_TPM_with_RIN,0.0775,0.049079754601227,0,155,0,1,0,0,0,161,0,2,0,0,0.0595,0.273,0.0575,0.0625,0.048,0.058,0.060875,0.041375,0.053375,0.06125,0.039125,0.062375
50,4_1_1,1,309,TOAST_TPM_without_RIN,0.062,0.0236220472440944,1,124,0,0,0,0,2,125,0,0,0,0,0.084,0.2565,0.0245,0.043,0.037,0.042,0.09025,0.028125,0.02125,0.025,0.029875,0.026625
50,4_1_1,1,309,csSAM,0.0865,0.0170454545454546,1,173,0,0,0,0,1,175,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,310,CARseq_with_RIN,0.083,0.0404624277456648,0,166,0,0,0,0,0,171,0,0,0,2,0.037,0.3015,0.055,0.029,0.048,0.0415,0.0417604401100275,0.0355088772193048,0.0548887221805451,0.0343835958989747,0.0403850962740685,0.0450112528132033
50,4_1_1,1,310,CARseq_without_RIN,0.0085,0.105263157894737,0,17,0,1,0,0,0,17,0,2,0,0,0.0285,0.186,0.034,0.099,0.0545,0.038,0.022,0.01975,0.031375,0.145625,0.041,0.036625
50,4_1_1,1,310,TOAST_TPM_with_RIN,0.0665,0.0827586206896552,0,133,0,0,0,0,0,145,0,0,0,0,0.049,0.337,0.0385,0.0725,0.049,0.074,0.0425,0.046125,0.045125,0.04275,0.045375,0.049375
50,4_1_1,1,310,TOAST_TPM_without_RIN,0.0295,0.969142259414226,0,59,0,338,0,0,0,63,0,1849,0,0,0.032,0.2625,0.031,0.284,0.03,0.0845,0.0295,0.03475,0.03125,0.300625,0.027375,0.074125
50,4_1_1,1,310,csSAM,0.092,0.0980392156862745,0,184,0,0,0,0,0,204,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,301,CARseq_with_RIN,0.0755,0.0443037974683544,0,151,0,0,0,0,0,158,0,0,0,0,0.0555,0.2715,0.043,0.0305,0.04,0.036,0.05325,0.043125,0.04325,0.0295,0.039125,0.043375
100,2_1_1,1,301,CARseq_without_RIN,0.0225,0.1,2,45,0,0,0,0,3,47,0,0,0,0,0.1565,0.1985,0.0265,0.0395,0.0365,0.0305,0.17325,0.0295,0.025375,0.049,0.04125,0.029
100,2_1_1,1,301,TOAST_TPM_with_RIN,0.0575,0.0336134453781513,0,115,0,0,0,0,0,119,0,0,0,0,0.0495,0.2775,0.0445,0.0455,0.0425,0.057,0.045875,0.038375,0.03975,0.05225,0.042625,0.05575
100,2_1_1,1,301,TOAST_TPM_without_RIN,0.041,0.467532467532468,16,82,0,0,0,0,70,84,0,0,0,0,0.221,0.2385,0.0305,0.0885,0.0315,0.042,0.22275,0.028875,0.024625,0.09225,0.038875,0.035375
100,2_1_1,1,301,csSAM,0.0445,0.0111111111111111,1,89,0,0,0,0,1,89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,302,CARseq_with_RIN,0.053,0.045045045045045,0,106,0,0,0,0,0,110,0,0,1,0,0.0515,0.2635,0.0455,0.0305,0.038,0.0375,0.052125,0.04075,0.0485,0.0325,0.04125,0.036
100,2_1_1,1,302,CARseq_without_RIN,0.0055,0,0,11,0,0,0,0,0,11,0,0,0,0,0.0295,0.196,0.0335,0.0235,0.0235,0.0265,0.0265,0.02525,0.036625,0.021125,0.025,0.026
100,2_1_1,1,302,TOAST_TPM_with_RIN,0.076,0.0898203592814372,0,152,0,0,0,0,0,166,0,0,1,0,0.052,0.3065,0.0395,0.044,0.054,0.0485,0.048875,0.049875,0.045125,0.046375,0.04875,0.04125
100,2_1_1,1,302,TOAST_TPM_without_RIN,0.019,0.0256410256410257,0,38,0,0,0,0,0,39,0,0,0,0,0.0305,0.2395,0.0325,0.03,0.0335,0.0345,0.026875,0.033875,0.02725,0.027625,0.032125,0.031375
100,2_1_1,1,302,csSAM,0.022,0.0222222222222223,0,44,0,0,0,0,0,45,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,303,CARseq_with_RIN,0.0895,0.0773195876288659,0,179,0,0,0,0,0,194,0,0,0,0,0.0585,0.304,0.0425,0.0365,0.046,0.04,0.0526315789473684,0.0468808601075134,0.0413801725215652,0.0351293911738967,0.0390048756094512,0.0413801725215652
100,2_1_1,1,303,CARseq_without_RIN,0.023,0,0,46,0,0,0,0,0,46,0,0,0,0,0.04,0.224,0.026,0.026,0.0295,0.0305,0.0360045005625703,0.0380047505938242,0.0217527190898862,0.0237529691211401,0.0217527190898862,0.0263782972871609
100,2_1_1,1,303,TOAST_TPM_with_RIN,0.1065,0.10126582278481,0,213,0,0,0,0,0,237,0,0,0,0,0.049,0.329,0.0535,0.0425,0.0565,0.049,0.049375,0.053,0.042875,0.056875,0.046625,0.054125
100,2_1_1,1,303,TOAST_TPM_without_RIN,0.0425,0.0340909090909091,0,85,0,0,0,0,0,88,0,0,0,0,0.033,0.273,0.0295,0.029,0.053,0.041,0.0305,0.042,0.024125,0.037,0.04,0.042875
100,2_1_1,1,303,csSAM,0.0315,0.015625,0,63,0,0,0,0,0,64,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,304,CARseq_with_RIN,0.082,0.0574712643678161,0,164,1,0,0,0,0,173,1,0,0,0,0.0505,0.301,0.0465,0.031,0.0465,0.044,0.045,0.04525,0.046,0.0365,0.04125,0.041125
100,2_1_1,1,304,CARseq_without_RIN,0.0415,0.0348837209302325,0,83,0,0,0,0,0,86,0,0,0,0,0.0345,0.2325,0.0615,0.08,0.0475,0.035,0.035879484935617,0.0478809851231404,0.0717589698712339,0.0932616577072134,0.0397549693711714,0.0298787348418552
100,2_1_1,1,304,TOAST_TPM_with_RIN,0.1015,0.0688073394495413,0,203,0,0,0,0,0,218,0,0,0,0,0.0575,0.316,0.046,0.0475,0.056,0.0585,0.054,0.042875,0.0465,0.04525,0.048125,0.038625
100,2_1_1,1,304,TOAST_TPM_without_RIN,0.05,0.0990990990990991,0,100,0,2,0,0,0,107,0,4,0,0,0.0325,0.2605,0.0815,0.1355,0.0415,0.0355,0.033375,0.044625,0.08875,0.126875,0.036125,0.032125
100,2_1_1,1,304,csSAM,0.0685,0.127388535031847,0,137,0,0,0,0,0,155,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,305,CARseq_with_RIN,0.0855,0.0706521739130435,0,171,0,0,0,0,0,184,0,0,0,0,0.049,0.3175,0.046,0.0285,0.048,0.039,0.047125,0.04325,0.043875,0.037625,0.047625,0.044625
100,2_1_1,1,305,CARseq_without_RIN,0.0235,0.0408163265306123,0,47,0,0,0,0,0,49,0,0,0,0,0.0245,0.2215,0.022,0.0115,0.0445,0.031,0.026625,0.02725,0.0245,0.0165,0.039625,0.037125
100,2_1_1,1,305,TOAST_TPM_with_RIN,0.0735,0.0754716981132075,0,147,0,0,0,0,0,159,0,0,0,0,0.0475,0.325,0.0415,0.045,0.0615,0.0435,0.046625,0.042625,0.045625,0.046875,0.053375,0.04675
100,2_1_1,1,305,TOAST_TPM_without_RIN,0.024,0.0204081632653061,0,48,0,0,0,0,0,49,0,0,0,0,0.026,0.2345,0.029,0.025,0.05,0.0355,0.029,0.024875,0.025875,0.027,0.0425,0.0335
100,2_1_1,1,305,csSAM,0.0405,0,0,81,0,0,0,0,0,81,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,306,CARseq_with_RIN,0.046,0.08,0,92,0,0,0,0,0,100,0,0,0,0,0.046,0.252,0.0455,0.0345,0.042,0.046,0.049625,0.04425,0.049625,0.032,0.044875,0.037625
100,2_1_1,1,306,CARseq_without_RIN,0.013,0,0,26,0,0,0,0,0,26,0,0,0,0,0.028,0.185,0.029,0.0535,0.039,0.0515,0.031375,0.031625,0.0275,0.05125,0.039375,0.045375
100,2_1_1,1,306,TOAST_TPM_with_RIN,0.041,0.0574712643678161,0,82,0,0,0,0,0,87,0,0,0,0,0.042,0.2585,0.0515,0.0435,0.0455,0.044,0.043625,0.043,0.052875,0.03925,0.0395,0.04425
100,2_1_1,1,306,TOAST_TPM_without_RIN,0.0375,0.0384615384615384,0,75,0,0,0,0,0,78,0,0,0,0,0.0335,0.246,0.0255,0.074,0.0485,0.062,0.026625,0.046,0.03025,0.069125,0.046,0.061375
100,2_1_1,1,306,csSAM,0.0375,0.0131578947368421,0,75,0,0,0,0,1,75,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,307,CARseq_with_RIN,0.045,0.0721649484536082,0,90,0,0,0,0,0,97,0,0,0,0,0.056,0.247,0.042,0.029,0.0375,0.0255,0.0485,0.044625,0.038125,0.035125,0.039375,0.03525
100,2_1_1,1,307,CARseq_without_RIN,0.01,0.0476190476190477,0,20,0,0,0,0,0,21,0,0,0,0,0.0385,0.189,0.053,0.0595,0.0245,0.0595,0.036375,0.038125,0.054875,0.07025,0.025,0.060375
100,2_1_1,1,307,TOAST_TPM_with_RIN,0.0495,0.0388349514563107,0,99,0,0,0,0,0,103,0,0,0,0,0.061,0.2705,0.05,0.0445,0.0375,0.0525,0.053625,0.04525,0.03775,0.043,0.043875,0.04825
100,2_1_1,1,307,TOAST_TPM_without_RIN,0.021,0.0232558139534884,0,42,0,0,0,0,0,43,0,0,0,0,0.045,0.232,0.0775,0.082,0.0265,0.088,0.04,0.04425,0.067375,0.07725,0.029625,0.081125
100,2_1_1,1,307,csSAM,0.047,0.121495327102804,0,94,0,0,0,2,0,101,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,308,CARseq_with_RIN,0.055,0.0517241379310345,0,110,0,0,0,0,0,116,0,0,0,0,0.0605,0.2695,0.0465,0.037,0.048,0.044,0.05325,0.044375,0.045875,0.038625,0.040125,0.039375
100,2_1_1,1,308,CARseq_without_RIN,0.009,0,0,18,0,0,0,0,0,18,0,0,0,0,0.037,0.1945,0.029,0.0305,0.0235,0.034,0.0305,0.025625,0.02825,0.0385,0.02375,0.027625
100,2_1_1,1,308,TOAST_TPM_with_RIN,0.026,0.0370370370370371,0,52,0,0,0,0,0,54,0,0,0,0,0.057,0.256,0.041,0.0465,0.035,0.048,0.04875,0.04675,0.042625,0.048,0.04125,0.04175
100,2_1_1,1,308,TOAST_TPM_without_RIN,0.0095,0,0,19,0,0,0,0,0,19,0,0,0,0,0.037,0.242,0.027,0.035,0.024,0.043,0.029625,0.029875,0.028625,0.04475,0.026,0.035625
100,2_1_1,1,308,csSAM,0.025,0,0,50,0,0,0,0,0,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,309,CARseq_with_RIN,0.064,0.0303030303030303,0,128,0,0,0,0,0,132,0,0,0,0,0.052,0.2845,0.0475,0.041,0.048,0.0305,0.0485,0.040375,0.046875,0.03925,0.03725,0.0375
100,2_1_1,1,309,CARseq_without_RIN,0.008,0,0,16,0,0,0,0,0,16,0,0,0,0,0.028,0.1855,0.0335,0.02,0.091,0.026,0.0275,0.01975,0.037,0.0185,0.086875,0.02825
100,2_1_1,1,309,TOAST_TPM_with_RIN,0.0565,0.0423728813559322,0,113,0,0,0,0,0,116,0,0,0,2,0.042,0.2825,0.044,0.0465,0.0605,0.031,0.038625,0.0355,0.045875,0.048125,0.050875,0.039625
100,2_1_1,1,309,TOAST_TPM_without_RIN,0.0255,0.0192307692307693,0,51,0,0,0,0,0,52,0,0,0,0,0.021,0.208,0.0285,0.0245,0.101,0.0315,0.023625,0.020375,0.030125,0.0245,0.08475,0.039
100,2_1_1,1,309,csSAM,0.0205,0,0,41,0,0,0,0,0,41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,310,CARseq_with_RIN,0.065,0.0579710144927537,0,130,0,0,0,0,0,138,0,0,0,0,0.048,0.276,0.056,0.0355,0.041,0.038,0.05025,0.0515,0.04875,0.03725,0.04275,0.037625
100,2_1_1,1,310,CARseq_without_RIN,0.0175,0.0540540540540541,0,35,0,0,0,0,0,37,0,0,0,0,0.031,0.2095,0.055,0.017,0.0265,0.0375,0.0305,0.044125,0.04875,0.02125,0.033125,0.033375
100,2_1_1,1,310,TOAST_TPM_with_RIN,0.0405,0.0689655172413793,0,81,0,0,0,0,0,87,0,0,0,0,0.046,0.25,0.044,0.032,0.049,0.0605,0.04375,0.045375,0.04225,0.039875,0.048375,0.051875
100,2_1_1,1,310,TOAST_TPM_without_RIN,0.0255,0.0555555555555556,0,51,0,0,0,0,0,54,0,0,0,0,0.035,0.2275,0.0425,0.026,0.03,0.0445,0.028375,0.0415,0.042125,0.024,0.027125,0.037125
100,2_1_1,1,310,csSAM,0.023,0.0416666666666666,0,46,0,0,0,0,0,47,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,301,CARseq_with_RIN,0.268,0.0629370629370629,0,536,0,0,0,0,0,572,0,0,0,0,0.059,0.4385,0.0485,0.038,0.04,0.04,0.049625,0.042875,0.045,0.034125,0.039625,0.036
100,3_1_1,1,301,CARseq_without_RIN,0.1785,0.0678851174934726,0,357,0,0,0,0,0,383,0,0,0,0,0.044,0.367,0.0275,0.047,0.0225,0.0275,0.035375,0.0525,0.024125,0.0505,0.027,0.023375
100,3_1_1,1,301,TOAST_TPM_with_RIN,0.263,0.0899653979238755,0,526,0,1,0,0,0,577,0,1,0,0,0.047,0.4645,0.046,0.0595,0.0415,0.0515,0.044875,0.0475,0.045,0.049,0.046375,0.04225
100,3_1_1,1,301,TOAST_TPM_without_RIN,0.214,0.0854700854700855,0,428,0,0,0,0,0,468,0,0,0,0,0.035,0.4035,0.0235,0.0835,0.0285,0.0355,0.03,0.053375,0.02375,0.067875,0.028375,0.035875
100,3_1_1,1,301,csSAM,0.206,0.11587982832618,0,412,0,0,0,0,0,466,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,302,CARseq_with_RIN,0.2865,0.0667752442996743,0,573,0,0,0,0,0,614,0,0,0,0,0.0685,0.494,0.043,0.0335,0.0435,0.044,0.05525,0.043125,0.0475,0.033875,0.043625,0.040625
100,3_1_1,1,302,CARseq_without_RIN,0.1375,0.0484429065743944,0,275,0,0,0,0,0,289,0,0,0,0,0.046,0.3575,0.0305,0.017,0.0365,0.036,0.04175,0.02425,0.0305,0.019375,0.04,0.024375
100,3_1_1,1,302,TOAST_TPM_with_RIN,0.213,0.0779220779220779,0,426,0,0,0,0,0,462,0,0,0,0,0.0545,0.4235,0.0525,0.0475,0.041,0.069,0.049,0.04425,0.049625,0.052875,0.04,0.053
100,3_1_1,1,302,TOAST_TPM_without_RIN,0.153,0.04375,0,306,0,0,0,0,0,320,0,0,0,0,0.045,0.372,0.0305,0.0275,0.0335,0.042,0.043,0.028625,0.02875,0.028375,0.034,0.028875
100,3_1_1,1,302,csSAM,0.1845,0.0538461538461539,0,369,0,0,0,0,0,390,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,303,CARseq_with_RIN,0.298,0.0599369085173501,0,596,0,0,1,0,0,633,0,0,1,0,0.066,0.4765,0.04,0.041,0.043,0.0375,0.047125,0.04425,0.040375,0.038375,0.045125,0.038125
100,3_1_1,1,303,CARseq_without_RIN,0.124,0.0158730158730159,0,248,0,0,1,0,0,251,0,0,1,0,0.0395,0.3565,0.0475,0.0385,0.0505,0.028,0.026375,0.028375,0.041875,0.043875,0.04475,0.026875
100,3_1_1,1,303,TOAST_TPM_with_RIN,0.2845,0.0548172757475083,0,569,0,0,1,0,0,601,0,0,1,0,0.0655,0.491,0.0795,0.0455,0.0445,0.0365,0.042125,0.043625,0.044625,0.038625,0.053875,0.03475
100,3_1_1,1,303,TOAST_TPM_without_RIN,0.1925,0.0399002493765586,0,385,0,0,1,0,0,400,0,0,1,0,0.038,0.4455,0.0855,0.056,0.049,0.0505,0.023625,0.029875,0.0635,0.050625,0.0665,0.04725
100,3_1_1,1,303,csSAM,0.1685,0.0343839541547278,0,337,1,0,0,0,0,347,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,304,CARseq_with_RIN,0.268,0.0629370629370629,0,536,0,0,0,0,0,571,0,0,1,0,0.04,0.4755,0.063,0.032,0.046,0.0385,0.0421302662832854,0.0470058757344668,0.0483810476309539,0.0356294536817102,0.0401300162520315,0.0438804850606326
100,3_1_1,1,304,CARseq_without_RIN,0.145,0.0333333333333333,0,290,0,0,0,0,0,299,0,0,1,0,0.0295,0.371,0.0355,0.0335,0.035,0.0375,0.030375,0.038,0.027875,0.03075,0.034875,0.040375
100,3_1_1,1,304,TOAST_TPM_with_RIN,0.227,0.0600414078674948,0,454,0,0,0,0,0,483,0,0,0,0,0.0455,0.4675,0.04,0.068,0.0415,0.0515,0.046125,0.05025,0.046375,0.050625,0.0415,0.052875
100,3_1_1,1,304,TOAST_TPM_without_RIN,0.1585,0.0216049382716049,0,317,0,0,0,0,0,324,0,0,0,0,0.034,0.4085,0.03,0.0445,0.0335,0.0385,0.039875,0.037125,0.02775,0.03375,0.032875,0.035375
100,3_1_1,1,304,csSAM,0.139,0.0106761565836299,0,278,0,0,0,0,0,280,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,305,CARseq_with_RIN,0.265,0.0467625899280576,0,530,0,0,0,0,0,556,0,0,0,0,0.0515,0.4645,0.042,0.033,0.059,0.0355,0.05375,0.04175,0.048,0.035875,0.0435,0.03675
100,3_1_1,1,305,CARseq_without_RIN,0.14,0.024390243902439,0,280,0,0,0,0,0,287,0,0,0,0,0.0505,0.384,0.0435,0.013,0.0385,0.0175,0.04025,0.0285,0.044375,0.018125,0.024125,0.018375
